Nome_query,run_id,tempo_ms
Query3,0,58.448700001463294
Query,1,80.92650002799928
Query,2,63.706699991598725
Query,3,54.51970000285655
Query,4,48.50179998902604
Query,5,49.660899967420846
Query,6,49.19250000966713
Query,7,44.71510002622381
Query,8,52.787300024647266
Query,9,51.99559999164194
Query,10,47.88359999656677
Query,11,60.77119999099523
Query,12,62.7546000177972
Query,13,35.34840000793338
Query,14,53.245000017341226
Query,15,80.90649999212474
Query,16,56.0344000114128
Query,17,48.26170002343133
Query,18,44.534799992106855
Query,19,45.99390004295856
Query,20,37.89450001204386
Query,21,41.762100008782
Query,22,42.54980001132935
Query,23,47.51410003518686
Query,24,73.07290000608191
Query,25,50.10470002889633
Query,26,41.05270002037287
Query,27,50.953200028743595
Query,28,47.36709996359423
Query,29,49.23329997109249
Query,30,50.555899972096086
Query,31,41.06109996791929
Media,-,50.797836670729644
