Nome_query,run_id,tempo_ms
Query1,0,125.84569997852668
Query,1,88.58209999743849
Query,2,70.87809999939054
Query,3,73.28460004646331
Query,4,77.30679999804124
Query,5,53.18909999914467
Query,6,58.833800023421645
Query,7,60.54320000112057
Query,8,58.39130003005266
Query,9,60.10719999903813
Query,10,69.0269999904558
Query,11,73.23670003097504
Query,12,62.88640003185719
Query,13,58.67869994835928
Query,14,84.36229999642819
Query,15,117.09470005007461
Query,16,115.11229997267947
Query,17,114.41699997521937
Query,18,120.61659997561947
Query,19,113.17759996745735
Query,20,92.04369998769835
Query,21,62.47479998273775
Query,22,59.632399992551655
Query,23,65.9311999916099
Query,24,101.43400001106784
Query,25,65.96729997545481
Query,26,62.626699975226074
Query,27,57.48900002799928
Query,28,54.27229998167604
Query,29,51.809499971568584
Query,30,55.98529998678714
Query,31,54.55310002434999
Media,-,74.17875666481753
